Destination,Month,Duration,Age,Gender,Accomodation Style,Budget
Cartagena,June,12,33,Female,Villa,4769.93
New York,June,5,25,Female,Vacation Rental,29021.8
Sydney,July,17,37,Male,Hotel,41677.22
Marrakech,November,12,44,Female,Airbnb,38986.62
Dubai,February,7,54,Female,Hostel,29225.59
Santorini,October,14,31,Male,Resort,37148.56
Porto,February,16,28,Male,Resort,25082.42
Amsterdam,September,8,28,Male,Vacation Rental,19057.05
Tokyo,September,12,32,Female,Airbnb,41263.39
Kathmandu,August,15,19,Female,Eco-Lodge,39583.63
Copenhagen,April,17,54,Female,Hotel,15430.44
Dubai,January,18,57,Male,Eco-Lodge,22168.12
Barcelona,September,18,46,Female,Eco-Lodge,13197.25
Berlin,June,12,44,Male,Resort,49192.63
Porto,January,6,26,Male,Vacation Rental,37205.17
Seoul,February,16,40,Male,Resort,7677.97
Cape Town,June,16,38,Male,Villa,47437.99
Paris,October,17,39,Female,Vacation Rental,12363.14
Salzburg,January,9,61,Female,Resort,17751.28
London,September,17,21,Female,Villa,17172.63
Copenhagen,July,7,23,Female,Hotel,33257.63
Amsterdam,June,17,39,Male,Airbnb,45021.43
Amsterdam,October,16,51,Male,Resort,11024.82
Hoi An,January,9,55,Male,Hotel,9710.08
Barcelona,November,5,65,Male,Vacation Rental,1729.61
Amsterdam,October,14,46,Male,Hotel,17304.26
Cape Town,January,9,43,Female,Eco-Lodge,35294.53
Marrakech,January,5,26,Female,Hotel,1441.14
Santorini,September,9,62,Female,Airbnb,17013.94
Phuket,August,7,18,Male,Eco-Lodge,46558.05
Auckland,August,5,38,Female,Hotel,11491.99
Cape Town,June,16,47,Female,Airbnb,31680.27
Sydney,July,8,49,Female,Resort,32506.09
Paris,January,15,25,Male,Airbnb,5775.18
Seoul,November,7,33,Female,Vacation Rental,33963.58
Salzburg,February,10,18,Female,Vacation Rental,16361.96
Cape Town,October,18,29,Female,Eco-Lodge,43407.26
London,January,9,52,Female,Eco-Lodge,17675.36
Paris,January,16,26,Female,Hostel,39732.59
Phuket,November,11,57,Male,Airbnb,48547.8
Dubai,October,15,45,Female,Villa,23431.42
Bali,April,14,37,Female,Vacation Rental,38966.13
Dublin,May,7,36,Female,Hotel,49849.02
Bali,March,10,46,Female,Airbnb,30569.73
Amsterdam,August,16,36,Female,Resort,15781.39
Cairo,February,5,55,Female,Airbnb,24358.28
Porto,February,6,33,Male,Resort,22738.29
Reykjavik,October,11,60,Male,Airbnb,28543.5
Sydney,March,5,27,Female,Vacation Rental,28973.73
Cancun,July,11,52,Female,Eco-Lodge,21595.78
Amsterdam,January,17,39,Male,Resort,23898.37
Vancouver,May,10,46,Female,Resort,45651.04
Vancouver,October,5,62,Female,Eco-Lodge,22760.6
Berlin,December,7,65,Male,Hostel,30673.09
New York,September,11,38,Female,Villa,29069.18
Porto,July,10,55,Female,Vacation Rental,7220.81
Marrakech,February,12,65,Male,Airbnb,38211.01
Sydney,March,12,60,Female,Resort,43829.06
Cape Town,February,18,39,Female,Vacation Rental,9107.35
Cape Town,February,14,37,Female,Villa,7051.72
Cairo,July,16,49,Female,Villa,21968.15
Phuket,November,16,27,Male,Resort,17859.09
Tokyo,June,13,64,Female,Vacation Rental,20408.41
Vancouver,December,6,40,Female,Villa,17314.9
Tokyo,December,11,33,Male,Villa,44845.76
Marrakech,April,14,57,Female,Hostel,47047.78
Cairo,July,7,33,Female,Resort,21869.12
Dubai,October,6,52,Male,Eco-Lodge,18650.84
Bali,June,16,51,Male,Villa,43895.07
Dubai,December,9,55,Male,Vacation Rental,31099.88
Auckland,January,16,55,Male,Hotel,39987.93
Auckland,June,7,21,Male,Hostel,29260.14
London,January,5,47,Male,Hotel,14770.65
Hoi An,March,7,59,Male,Airbnb,39085.28
Cancun,April,14,28,Male,Airbnb,7717.79
Cape Town,May,18,21,Male,Eco-Lodge,37540.11
Barcelona,June,7,41,Female,Vacation Rental,37659.18
New York,September,10,45,Female,Resort,14038.72
London,December,7,64,Male,Villa,42093.44
Cancun,December,14,40,Female,Resort,43168.9
Santorini,February,9,63,Female,Villa,24549.48
Amsterdam,March,17,60,Male,Vacation Rental,36679.77
Dubai,June,15,32,Male,Hostel,25420.39
New York,July,11,53,Female,Vacation Rental,7406.1
Cairo,December,8,55,Female,Eco-Lodge,27648.77
Marrakech,April,15,46,Male,Eco-Lodge,17979.39
Tokyo,December,6,49,Female,Hostel,39618.17
Salzburg,September,17,33,Female,Villa,43141.08
Edinburgh,March,9,36,Female,Hotel,30257.78
Dublin,June,10,40,Female,Vacation Rental,43265.01
Bali,September,12,55,Female,Hostel,8473.55
Barcelona,April,6,53,Male,Villa,2786.84
Reykjavik,March,6,20,Male,Hostel,12980.8
Salzburg,April,13,32,Female,Hotel,35880.31
Edinburgh,April,6,19,Female,Hotel,38305.03
Luxembourg City,November,14,63,Female,Eco-Lodge,30752.08
Dublin,December,7,42,Female,Eco-Lodge,24737.27
Berlin,August,12,47,Female,Hotel,33846.43
Luxembourg City,July,14,55,Female,Hostel,23261.33
Porto,June,18,53,Female,Eco-Lodge,29874.54
Barcelona,July,14,19,Male,Airbnb,33231.34
Kathmandu,September,6,54,Male,Villa,14467.99
Salzburg,February,15,43,Female,Airbnb,15837.05
Honolulu,October,9,65,Male,Hotel,47600.9
Cairo,October,15,56,Male,Hotel,42189.4
Amsterdam,September,12,37,Female,Hotel,16054.71
Rome,November,8,60,Female,Eco-Lodge,42383.72
Auckland,March,14,58,Female,Airbnb,33602.38
Marrakech,September,17,47,Female,Resort,40260.52
London,May,18,62,Male,Vacation Rental,36485.31
Rio de Janeiro,April,17,44,Male,Vacation Rental,21658.8
Berlin,March,12,57,Female,Airbnb,3697.75
Cairo,March,10,24,Male,Airbnb,8830.15
Cape Town,July,17,35,Male,Hostel,34682.39
Cancun,January,8,55,Female,Airbnb,48922.55
London,May,16,55,Female,Hotel,21822.63
Sydney,July,16,23,Female,Hostel,7408.93
Paris,August,17,25,Male,Villa,42427.38
Cape Town,January,18,61,Female,Vacation Rental,40430.85
Dublin,April,18,55,Female,Eco-Lodge,9857.03
Barcelona,September,13,57,Male,Eco-Lodge,36017.44
Tokyo,May,17,39,Female,Hostel,30221.45
Copenhagen,November,15,25,Female,Resort,15157.07
Dubai,September,8,55,Female,Villa,24440.22
London,April,6,50,Female,Hotel,32920.05
Tokyo,January,8,58,Male,Resort,43613.23
Phuket,March,6,21,Male,Hostel,32610.83
Hoi An,March,15,31,Female,Vacation Rental,2860.32
Auckland,October,17,33,Male,Resort,39821.24
Cape Town,April,11,47,Female,Hotel,19597.94
Tokyo,January,10,33,Female,Villa,5867.41
Cartagena,June,15,18,Male,Airbnb,10452.16
Phuket,August,15,27,Male,Resort,1113.02
Luxembourg City,April,13,27,Female,Villa,7130.43
Porto,May,16,50,Female,Villa,13640.91
Cape Town,May,16,56,Female,Hostel,25855.82
Hoi An,October,5,38,Male,Villa,2144.78
London,February,5,44,Male,Villa,31824.52
Salzburg,June,5,40,Female,Hotel,17617.24
Paris,September,10,58,Male,Hotel,23874.17
Paris,August,5,49,Male,Airbnb,15627.74
Dublin,March,8,44,Female,Hostel,42702.03
Auckland,December,5,22,Female,Resort,19233.95
Barcelona,February,12,57,Male,Resort,39701.11
Berlin,April,13,20,Male,Vacation Rental,19364.97
Auckland,March,15,53,Female,Resort,31105.96
Cartagena,July,9,57,Female,Eco-Lodge,44403.49
Kathmandu,February,18,52,Male,Eco-Lodge,36549.53
Rome,October,16,57,Male,Airbnb,31328.02
Barcelona,July,13,65,Male,Hotel,49945.64
Auckland,December,8,42,Female,Hostel,49565.44
Cartagena,February,13,58,Male,Vacation Rental,18670.63
Honolulu,July,12,42,Female,Resort,29790.95
Marrakech,February,16,36,Female,Airbnb,6218.93
Hoi An,August,10,30,Male,Hostel,25701.07
Phuket,February,13,33,Female,Hostel,18391.66
Copenhagen,April,16,36,Male,Resort,38589.94
Edinburgh,January,12,40,Male,Vacation Rental,38622.4
Rome,March,15,63,Female,Resort,40017.62
Santorini,July,11,45,Male,Villa,11597.95
Barcelona,October,6,49,Female,Eco-Lodge,46927.91
Rio de Janeiro,November,17,54,Male,Airbnb,9048.2
London,July,16,34,Female,Hostel,21160.72
Dubai,December,7,55,Male,Eco-Lodge,1661.76
London,July,15,23,Female,Hotel,38125.96
Honolulu,June,12,57,Male,Eco-Lodge,32097.67
Dubai,April,13,31,Male,Hostel,41636.16
Vancouver,January,15,29,Male,Vacation Rental,22031.35
Dubai,August,12,61,Female,Resort,7230.9
Rome,March,8,19,Male,Airbnb,25483.07
Dublin,November,14,63,Female,Villa,2501.52
Rio de Janeiro,May,9,43,Male,Airbnb,20833.1
Cape Town,October,9,37,Male,Airbnb,45414.13
Copenhagen,February,18,63,Female,Resort,11720.64
Auckland,April,9,28,Male,Vacation Rental,35159.63
Berlin,March,16,22,Female,Airbnb,42769.11
Bali,October,8,50,Male,Resort,44737.72
Barcelona,September,13,44,Female,Vacation Rental,14777.22
Paris,January,15,44,Male,Airbnb,4203.92
Luxembourg City,November,13,53,Female,Vacation Rental,37734.17
Cape Town,November,6,40,Female,Airbnb,33681.63
Auckland,May,10,53,Male,Hotel,45209.38
Berlin,July,15,19,Female,Vacation Rental,26957.45
Kathmandu,August,16,60,Male,Hotel,9145.09
Paris,March,13,57,Female,Eco-Lodge,36172.27
Marrakech,February,18,49,Male,Airbnb,44492.68
Edinburgh,December,13,64,Female,Hotel,31035.24
Reykjavik,May,17,63,Female,Eco-Lodge,49392.56
Cancun,June,17,33,Male,Hostel,21933.17
London,November,16,49,Female,Vacation Rental,37913.36
Dubai,July,12,42,Male,Resort,11752.54
Copenhagen,July,6,60,Female,Hotel,36301.44
Santorini,April,15,51,Female,Eco-Lodge,23910.65
Seoul,May,9,28,Female,Vacation Rental,4843.92
Berlin,January,15,39,Male,Airbnb,5413.67
Cairo,June,7,61,Female,Hotel,42014.33
Cancun,May,6,25,Male,Resort,45383.31
Luxembourg City,August,10,59,Female,Vacation Rental,29962.42
Paris,September,10,58,Female,Villa,7916.75
Amsterdam,March,15,29,Female,Vacation Rental,3580.52
Cartagena,January,10,37,Female,Airbnb,4313.49
Salzburg,May,14,64,Female,Hotel,37510.25
Marrakech,June,17,63,Female,Resort,35443.06
Kathmandu,March,6,39,Male,Eco-Lodge,9402.11
Cartagena,November,6,60,Female,Vacation Rental,39410.67
Rome,October,17,29,Male,Hostel,1539.17
Phuket,October,12,30,Male,Vacation Rental,18567.79
Reykjavik,October,5,59,Male,Hotel,24413.13
Phuket,April,7,49,Female,Hotel,41105.24
Cancun,October,7,25,Male,Resort,21534.63
Kathmandu,January,10,18,Male,Airbnb,20826.33
Cairo,September,15,63,Male,Vacation Rental,9557.47
Vancouver,August,18,25,Male,Eco-Lodge,48720.7
Salzburg,March,17,54,Male,Hotel,6327.2
Rio de Janeiro,October,10,35,Female,Villa,11386.6
Porto,February,7,19,Female,Resort,28976.18
Honolulu,May,13,31,Male,Vacation Rental,48573.68
Dublin,December,13,27,Male,Hostel,17737.24
Cairo,November,8,35,Female,Airbnb,23430.75
Cape Town,March,5,43,Female,Eco-Lodge,47359.24
Bali,September,13,36,Female,Airbnb,11174.03
Seoul,June,12,29,Male,Hotel,44323.84
Reykjavik,May,14,42,Female,Villa,38445.43
Barcelona,November,16,22,Male,Vacation Rental,44449.98
Tokyo,September,16,52,Female,Hostel,3570.74
Auckland,July,8,64,Female,Villa,1306.12
Kathmandu,April,17,60,Male,Eco-Lodge,17809.75
Auckland,November,7,35,Male,Airbnb,25730.76
Dublin,June,7,53,Male,Vacation Rental,8197.88
Luxembourg City,June,7,25,Female,Hostel,20015.26
Reykjavik,February,9,37,Male,Hostel,11694.28
Rio de Janeiro,August,6,65,Female,Vacation Rental,38921.08
Barcelona,March,7,49,Female,Hotel,47946.65
Santorini,August,14,63,Male,Resort,37749.59
Kathmandu,November,8,27,Female,Hotel,10905.52
Bali,May,10,59,Female,Vacation Rental,15583.92
Marrakech,June,9,28,Female,Hostel,49878.07
Porto,May,9,55,Male,Resort,25991.9
Phuket,April,11,65,Female,Hotel,37279.73
Berlin,December,18,46,Male,Eco-Lodge,29525.75
Hoi An,June,16,18,Female,Villa,25956.0
Copenhagen,April,8,21,Male,Airbnb,47636.57
Amsterdam,September,9,44,Female,Airbnb,42329.75
Cancun,September,7,32,Male,Villa,36785.22
Honolulu,August,17,58,Male,Vacation Rental,48523.1
Paris,August,9,44,Female,Villa,44209.47
Cartagena,July,5,21,Female,Villa,5914.68
Amsterdam,February,16,28,Female,Vacation Rental,1163.21
Dublin,April,12,42,Female,Villa,3293.37
Santorini,February,8,42,Female,Hostel,21893.73
Copenhagen,November,6,19,Male,Eco-Lodge,33654.51
Seoul,November,16,46,Female,Hostel,31593.5
Amsterdam,October,7,41,Male,Hotel,1413.42
Rome,February,8,48,Male,Hostel,36621.2
Dublin,May,13,62,Male,Hotel,42573.54
Berlin,June,8,43,Male,Vacation Rental,29148.51
Berlin,April,12,32,Female,Hostel,9068.88
Phuket,August,16,25,Female,Villa,7175.59
Santorini,July,16,26,Male,Hotel,48596.59
Reykjavik,August,15,29,Male,Airbnb,42461.56
Marrakech,December,9,35,Male,Eco-Lodge,46055.55
Dubai,November,12,57,Female,Villa,41525.08
Tokyo,May,15,50,Male,Resort,29169.87
Reykjavik,October,5,46,Male,Resort,7266.17
Barcelona,November,7,58,Female,Resort,34759.2
Rome,February,14,23,Female,Vacation Rental,32805.74
Berlin,April,14,35,Male,Airbnb,21378.1
Santorini,March,10,35,Female,Hostel,7814.12
Seoul,December,14,42,Male,Airbnb,31491.64
Edinburgh,May,7,21,Male,Vacation Rental,24180.56
London,October,16,30,Male,Vacation Rental,48845.3
Marrakech,October,12,39,Male,Resort,30678.49
Salzburg,March,11,19,Female,Resort,21558.42
Copenhagen,August,18,61,Male,Airbnb,12272.41
Dublin,September,15,53,Male,Hostel,8881.12
Tokyo,March,5,60,Female,Vacation Rental,20618.58
Salzburg,June,15,57,Female,Airbnb,29375.24
Rio de Janeiro,January,16,31,Female,Hotel,21393.29
Cairo,June,11,53,Male,Hostel,17492.37
Luxembourg City,September,12,26,Female,Hostel,21521.15
Vancouver,February,17,27,Male,Resort,8716.21
Cancun,September,9,31,Male,Airbnb,19305.69
Marrakech,January,7,19,Male,Hostel,18606.64
Amsterdam,February,14,55,Male,Airbnb,20427.45
Marrakech,April,10,19,Male,Hotel,7721.19
Barcelona,June,10,38,Male,Hostel,25465.3
Cartagena,November,7,49,Female,Resort,15307.54
Rio de Janeiro,September,5,49,Male,Eco-Lodge,32536.02
Rio de Janeiro,December,12,29,Female,Hostel,32806.96
Reykjavik,January,15,50,Female,Vacation Rental,42058.42
Dublin,September,14,50,Male,Airbnb,41878.31
Amsterdam,December,13,54,Male,Eco-Lodge,9581.93
Salzburg,February,15,31,Female,Villa,10849.71
Dublin,May,12,65,Female,Hostel,29307.46
Paris,February,6,36,Male,Airbnb,3497.74
Amsterdam,December,18,33,Male,Airbnb,4986.24
Cancun,November,10,57,Male,Villa,39155.39
Cartagena,December,7,63,Male,Villa,1979.46
Hoi An,November,7,40,Female,Resort,49058.98
Copenhagen,October,14,62,Male,Eco-Lodge,10137.03
London,January,11,18,Female,Vacation Rental,2351.29
Bali,March,7,56,Male,Eco-Lodge,11081.59
Copenhagen,May,5,60,Male,Airbnb,40494.73
Berlin,April,16,53,Female,Villa,14396.1
Cartagena,July,9,20,Female,Hostel,35470.16
Honolulu,July,6,49,Female,Hostel,33998.26
Barcelona,May,17,25,Male,Villa,12825.92
Seoul,January,10,50,Female,Hostel,12954.32
Dubai,March,14,31,Male,Airbnb,49027.95
Vancouver,November,7,44,Female,Hostel,22356.33
Cartagena,October,13,39,Male,Villa,29782.66
Vancouver,March,18,57,Female,Vacation Rental,47371.24
Honolulu,October,17,27,Male,Eco-Lodge,9987.93
Cairo,May,8,20,Female,Eco-Lodge,22803.85
Reykjavik,August,9,50,Female,Airbnb,30790.03
Dubai,November,5,46,Male,Eco-Lodge,34005.5
Dubai,April,10,59,Female,Airbnb,18210.67
Dubai,October,6,45,Male,Airbnb,35163.79
Santorini,August,6,20,Male,Hotel,2904.44
Marrakech,October,7,32,Male,Eco-Lodge,28631.2
Barcelona,January,18,44,Male,Airbnb,22218.43
Rome,August,16,27,Female,Eco-Lodge,27935.77
Sydney,November,10,45,Female,Airbnb,44889.61
New York,August,8,24,Male,Hostel,10300.05
Bali,January,12,26,Male,Airbnb,11004.46
Sydney,August,7,32,Female,Hotel,17148.31
London,February,16,45,Male,Eco-Lodge,28848.3
Rome,August,13,57,Male,Eco-Lodge,4161.8
Honolulu,May,12,26,Male,Vacation Rental,22297.82
London,October,17,55,Male,Eco-Lodge,23148.12
Salzburg,October,10,56,Female,Vacation Rental,36938.52
Salzburg,December,17,29,Male,Hotel,36663.26
Phuket,November,14,40,Male,Villa,2051.34
Vancouver,August,14,21,Female,Villa,13831.83
Phuket,August,14,52,Male,Hostel,21657.3
Rio de Janeiro,March,10,56,Male,Resort,9247.81
Santorini,August,14,26,Male,Hotel,40525.03
Marrakech,December,14,42,Female,Eco-Lodge,44233.26
Rio de Janeiro,December,10,29,Male,Vacation Rental,49504.32
Salzburg,May,18,46,Male,Hostel,30570.96
Marrakech,September,10,45,Male,Resort,27512.12
Salzburg,April,6,42,Female,Hostel,49584.26
Rome,April,5,51,Female,Airbnb,35981.96
Barcelona,September,12,28,Male,Airbnb,7733.23
Barcelona,April,16,58,Male,Villa,20014.51
Porto,May,17,28,Male,Villa,5613.48
Hoi An,March,16,60,Male,Eco-Lodge,3694.56
Cape Town,June,17,60,Female,Resort,8885.23
Seoul,December,9,63,Female,Vacation Rental,48565.48
Sydney,October,9,19,Female,Hostel,4938.06
Marrakech,November,17,22,Female,Hotel,19087.54
Rome,December,13,61,Male,Hostel,21714.35
Honolulu,November,9,38,Male,Villa,35625.49
Reykjavik,August,8,46,Female,Resort,47027.98
Luxembourg City,June,6,51,Male,Villa,27676.41
Dublin,January,9,43,Female,Hostel,8403.58
Hoi An,March,12,24,Female,Villa,38323.26
Honolulu,March,11,39,Male,Resort,18705.08
Porto,January,14,61,Female,Resort,16885.74
Barcelona,March,7,32,Female,Vacation Rental,48697.2
Tokyo,May,5,35,Female,Hostel,17002.01
Honolulu,August,9,34,Male,Villa,30028.62
Santorini,July,11,49,Female,Resort,33018.93
London,October,17,58,Male,Hotel,21247.84
Santorini,April,6,54,Male,Airbnb,19765.95
Dubai,March,17,58,Female,Vacation Rental,42771.45
Vancouver,December,13,36,Male,Eco-Lodge,17917.34
Auckland,April,17,21,Male,Eco-Lodge,31219.84
Rio de Janeiro,August,14,60,Female,Airbnb,27140.86
New York,November,12,59,Female,Eco-Lodge,36895.65
Salzburg,January,15,56,Female,Resort,1536.99
Amsterdam,December,8,18,Male,Hostel,12706.54
Honolulu,March,8,62,Female,Hostel,15106.01
Vancouver,November,13,37,Male,Eco-Lodge,45756.07
London,March,17,64,Male,Resort,28437.9
Barcelona,December,13,24,Female,Hostel,32557.03
Cape Town,February,15,52,Female,Resort,17655.14
Dubai,January,9,53,Female,Hostel,18061.2
Amsterdam,December,8,20,Female,Hostel,18197.74
Barcelona,December,7,25,Male,Airbnb,40741.92
Rio de Janeiro,October,11,24,Male,Vacation Rental,9051.83
Sydney,July,13,42,Male,Resort,48370.8
London,December,9,56,Female,Eco-Lodge,7251.71
Vancouver,August,10,19,Male,Eco-Lodge,34820.96
Barcelona,April,18,42,Male,Resort,45949.65
Hoi An,January,14,50,Male,Eco-Lodge,6022.03
Luxembourg City,November,5,28,Female,Resort,4302.28
Luxembourg City,November,8,33,Male,Vacation Rental,38291.25
Marrakech,June,15,32,Female,Vacation Rental,31440.89
Luxembourg City,April,17,51,Male,Airbnb,29573.45
Barcelona,October,8,62,Female,Hotel,31745.03
Cancun,January,8,23,Female,Villa,25074.52
Sydney,February,12,31,Female,Hostel,29369.72
Berlin,January,10,59,Female,Hostel,45958.13
Vancouver,December,12,24,Female,Airbnb,45719.91
Marrakech,May,12,25,Female,Vacation Rental,23671.37
Amsterdam,March,11,26,Female,Airbnb,42774.78
Luxembourg City,November,16,36,Female,Villa,35579.04
Bali,November,9,26,Male,Resort,31157.46
Porto,November,18,27,Male,Villa,6089.94
Rio de Janeiro,January,11,20,Female,Vacation Rental,38699.59
Rio de Janeiro,March,7,25,Male,Eco-Lodge,14582.27
London,February,8,39,Female,Villa,26612.36
London,December,16,55,Female,Villa,3126.45
Copenhagen,February,11,35,Female,Vacation Rental,7756.53
Porto,February,8,47,Female,Hotel,25519.87
Paris,October,9,63,Female,Resort,10810.67
Paris,October,16,33,Male,Hotel,39586.57
Hoi An,October,14,20,Female,Eco-Lodge,14375.03
Amsterdam,March,5,56,Male,Eco-Lodge,48885.29
Luxembourg City,May,7,50,Male,Hotel,41154.33
Bali,February,7,26,Male,Resort,40854.47
Copenhagen,March,11,51,Female,Hotel,42721.65
Sydney,May,14,56,Female,Hostel,24304.89
Salzburg,June,5,48,Female,Villa,31783.81
Seoul,June,7,20,Female,Hotel,9701.73
Berlin,October,8,28,Male,Vacation Rental,38010.24
Porto,January,6,60,Female,Hostel,43236.63
Barcelona,August,18,28,Male,Eco-Lodge,15215.58
Cancun,June,6,25,Male,Airbnb,38691.12
Berlin,October,15,32,Female,Airbnb,23877.06
Reykjavik,December,5,48,Female,Eco-Lodge,15536.24
Auckland,April,18,29,Male,Hostel,28239.81
Paris,August,9,21,Male,Hotel,19997.84
Phuket,October,7,40,Female,Eco-Lodge,30124.69
Vancouver,September,15,43,Female,Villa,14247.03
Edinburgh,March,18,42,Female,Airbnb,43670.09
Marrakech,June,11,26,Male,Hostel,34134.06
Marrakech,September,9,64,Male,Hotel,36458.37
Paris,January,15,65,Male,Hostel,3426.72
Copenhagen,June,6,40,Male,Villa,31345.36
Auckland,August,10,41,Female,Hotel,12667.91
Marrakech,December,6,51,Male,Hotel,34195.27
Cape Town,June,15,25,Female,Villa,3943.14
Amsterdam,July,5,31,Female,Hostel,45652.71
Santorini,April,17,55,Male,Hostel,42310.2
Cartagena,June,10,47,Male,Villa,42424.49
Rome,April,13,61,Female,Eco-Lodge,23246.81
Phuket,September,8,52,Female,Villa,46098.42
Honolulu,September,11,35,Male,Airbnb,31018.97
Auckland,February,6,32,Female,Vacation Rental,1911.89
Phuket,April,7,18,Male,Eco-Lodge,20687.35
Berlin,November,18,19,Male,Hostel,13965.01
New York,September,14,42,Male,Hotel,36986.68
Santorini,February,5,28,Female,Eco-Lodge,35978.48
Cairo,December,9,27,Male,Vacation Rental,22762.86
Cairo,June,15,26,Male,Vacation Rental,24331.07
Marrakech,September,14,23,Male,Hostel,38239.81
Cairo,July,5,42,Male,Hostel,11372.69
Paris,July,8,57,Male,Airbnb,15067.88
Cape Town,August,17,42,Male,Resort,33918.46
Paris,March,14,39,Male,Hotel,45695.59
Honolulu,June,16,54,Male,Resort,16635.41
Hoi An,November,16,48,Female,Airbnb,49550.37
Vancouver,February,5,52,Female,Airbnb,1543.96
Amsterdam,January,7,33,Female,Airbnb,26305.57
Hoi An,December,12,20,Female,Eco-Lodge,12754.33
Hoi An,March,18,34,Female,Airbnb,2621.32
New York,September,18,53,Male,Hotel,46001.43
Edinburgh,November,18,42,Female,Villa,43346.95
Edinburgh,September,17,23,Male,Airbnb,17528.66
Sydney,September,13,41,Female,Eco-Lodge,6905.03
Rome,December,7,24,Male,Hotel,43414.23
Cairo,April,18,59,Female,Villa,32202.76
Amsterdam,January,18,39,Male,Hotel,37619.88
Berlin,November,18,49,Female,Hostel,13062.79
Rio de Janeiro,November,10,63,Male,Vacation Rental,10333.3
Phuket,August,15,24,Female,Villa,35338.15
Edinburgh,July,12,53,Female,Airbnb,26356.25
Dublin,May,5,20,Female,Eco-Lodge,38249.42
Reykjavik,May,10,34,Female,Hotel,48168.81
Kathmandu,September,6,60,Female,Villa,35275.74
Tokyo,August,7,62,Male,Villa,48703.8
Tokyo,October,5,64,Female,Hostel,12305.66
Dublin,January,10,46,Female,Villa,23985.16
Vancouver,August,15,47,Female,Vacation Rental,48996.53
Phuket,November,6,26,Male,Airbnb,17815.94
Hoi An,November,8,34,Male,Resort,13130.71
Sydney,July,6,55,Female,Vacation Rental,34681.19
Dublin,February,14,28,Female,Vacation Rental,17110.7
Dubai,April,5,63,Female,Vacation Rental,24489.04
Marrakech,February,8,60,Male,Hostel,19855.0
Porto,August,18,27,Male,Resort,15444.97
Kathmandu,January,13,20,Female,Hotel,16033.98
Rio de Janeiro,October,6,39,Male,Vacation Rental,33894.88
Vancouver,June,8,31,Female,Eco-Lodge,38623.12
Reykjavik,February,7,54,Female,Resort,28737.97
Cartagena,April,17,33,Female,Eco-Lodge,29551.28
Cartagena,June,14,19,Male,Eco-Lodge,11900.2
Reykjavik,May,9,28,Male,Airbnb,9265.83
Copenhagen,March,12,25,Male,Airbnb,22828.56
Reykjavik,December,6,63,Male,Vacation Rental,12852.01
Vancouver,January,5,30,Female,Vacation Rental,45108.84
Dublin,February,18,46,Female,Vacation Rental,21701.51
Honolulu,March,6,49,Female,Airbnb,10952.41
Cartagena,September,13,43,Male,Villa,42617.7
Cairo,December,10,24,Male,Eco-Lodge,29564.75
Sydney,April,8,21,Female,Resort,42574.34
Porto,November,14,39,Female,Vacation Rental,30953.82
Cartagena,April,5,34,Female,Hotel,25648.79
Amsterdam,January,13,48,Male,Hostel,6337.48
Copenhagen,July,14,49,Female,Vacation Rental,38757.51
Kathmandu,September,13,36,Male,Villa,10263.42
London,November,16,20,Female,Resort,33649.47
Tokyo,January,5,36,Male,Vacation Rental,4977.24
Cancun,December,8,49,Female,Villa,47674.94
Marrakech,May,11,57,Male,Resort,41216.45
Cancun,January,14,29,Male,Hostel,6251.96
Dubai,April,5,29,Male,Eco-Lodge,40857.61
Rio de Janeiro,February,8,24,Female,Airbnb,27782.48
Barcelona,March,12,44,Male,Hostel,9498.5
Kathmandu,June,7,46,Female,Vacation Rental,19005.6
Rio de Janeiro,February,12,53,Female,Villa,9653.72
Seoul,July,11,22,Female,Eco-Lodge,37614.3
Santorini,October,14,37,Male,Hotel,10334.43
Tokyo,August,10,56,Female,Resort,3588.2
London,May,18,47,Male,Airbnb,13840.74
Tokyo,January,7,39,Female,Hotel,39882.1
Cancun,July,12,40,Male,Hostel,3333.66
Cape Town,June,11,49,Female,Airbnb,35495.53
Cancun,May,14,34,Male,Hostel,1704.4
Sydney,August,17,64,Male,Airbnb,49234.58
Kathmandu,February,12,51,Male,Hotel,29899.71
Cairo,August,12,61,Male,Hostel,36649.65
Kathmandu,September,15,52,Female,Villa,41141.17
Honolulu,July,9,49,Male,Hostel,34829.24
Copenhagen,October,12,29,Female,Hostel,29574.51
Luxembourg City,November,10,61,Male,Hotel,25876.79
Luxembourg City,January,14,31,Female,Villa,28208.77
Sydney,December,6,43,Male,Airbnb,19739.08
Barcelona,April,6,44,Male,Hotel,7110.8
Tokyo,February,18,42,Male,Eco-Lodge,7200.13
Copenhagen,September,15,26,Female,Hostel,45048.8
Porto,May,9,18,Female,Airbnb,36275.96
Phuket,November,18,35,Female,Airbnb,4648.04
Bali,November,7,36,Female,Resort,3793.97
Rome,October,9,23,Female,Vacation Rental,40814.3
Porto,March,18,28,Male,Villa,19688.75
Hoi An,December,9,63,Female,Villa,32377.74
Hoi An,December,16,24,Female,Vacation Rental,34077.19
Tokyo,February,8,37,Male,Hostel,3287.46
Paris,October,5,52,Female,Villa,10452.88
London,September,7,26,Female,Airbnb,37853.9
Luxembourg City,September,18,35,Male,Airbnb,31360.27
Tokyo,April,11,53,Female,Vacation Rental,6428.4
New York,December,18,40,Female,Vacation Rental,12437.2
London,March,14,26,Male,Hostel,24293.68
